COMPANY_NAME,GEO,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,fff
GROWING GENERATIONS,Americas,250285.85,272285.88,159078.14,432994.05,440229.38,264991.37,397727.93,321936.79,314355.29,419010.97,443248.54,3716144.19
GRUNDFOS PUMPS K.K.,APAC,108720.43,139799.34,139688.25,193709.67,135400.25,159567.4,156331.84,190886.69,110662.41,154639.8,124852.33,1614258.41
GRUNENTHAL USA,Americas,224830.71,315781.81,201930.33,278232.34,272610.32,305931.49,190665.23,197553.74,198080.41,161431.56,111477.99,2458525.93
GS BATTERY (U.S.A.) INC.,Americas,215812.59,261771.73,169799.93,190109.03,226779.97,191226.45,163157.82,178226.35,281957.66,239530.91,184387.47,2302759.91
"GSG FASTENERS, LLC",Americas,168002.65,113848.52,121733.59,120188.03,182316.35,165232.66,175445.68,175725.17,189745.29,168666.03,200604.38,1781508.35
"GSG FASTENERS, LLC",EMEA,9705,8581.11,5583.33,7205.59,14730.48,5695.46,15462.84,13990.77,13194.16,8951.34,10939.22,114039.3
GSH GROUP INC,Americas,106288.63,125335.34,187117.07,188138.11,136603.72,161700.85,168282.23,139933.23,92303,137193.12,136328.7,1579224
GSM ASSOCIATION,Americas,360221.54,284880.15,230844.39,406244.19,333965.59,229609.26,193579.95,318453.55,272923.2,207523.4,245429.57,3083674.79
GSM ASSOCIATION,APAC,269030.89,192162.9,214996.54,277977.81,255749.4,208975.53,279108.27,309292.07,301202.4,176559.64,226372.83,2711428.28
GSM ASSOCIATION,EMEA,1098536.98,860540.35,781586.6,1156080.55,1146669.93,817767.48,917984.3,1140430.11,1020755.43,671454.02,940235.1,10552040.85
"GTA AMERICAS, LLC",Americas,236433.9,303768.29,189692.69,203737.65,299005.04,377707.23,327707.61,369303.26,244813.4,259658.92,244579.55,3056407.54
"GTCR, LLC",Americas,1873133.43,1391589.15,1320946.82,1131202.85,980050.4,832936.96,933935.34,1105672.51,1072208.02,838427.42,1229373.48,12709476.38
"GTCR, LLC",EMEA,0,0,0,0,0,0.01,0,0,0,0,0,0.01
GTIS,Americas,429056.74,634627.54,478839.38,532903.59,376372.46,469146.92,337933.93,546714.32,569918.37,591750.76,477197.83,5444461.84
GTIS,EMEA,47340.45,44468.64,95661.39,52671.82,47779.85,50790.32,23999.4,56934.96,43639.95,57608.07,24006.84,544901.69
"GTX, INC.",Americas,112167.63,136116.05,128137.63,130915.41,187805.09,144538.52,138760.21,123494.34,175864.46,147275.9,157104.95,1582180.19
"GUANGZHOU MARS INFORMATION TECHNOLOGY SERVICES CO.,LTD.",APAC,5276946.79,6421066.37,6644813.6,7492448.33,4797283.21,5637628.45,5768318.07,6885366.02,4547705.06,5506292.39,4946946.16,63924814.45
"GUANGZHOU MARS INFORMATION TECHNOLOGY SERVICES CO.,LTD.",EMEA,0,0,0,0,214781.6,134496.62,4781.66,626.88,0,0,0,354686.76
GUARDIAN FINANCIAL SERVICES,EMEA,201814.96,170913.55,140473.42,193410.26,111174.75,73398.73,73655.49,71715.4,62553.44,56803.4,41435.09,1197348.49
GUARDIAN LIFE INSURANCE,Americas,4935071.79,6486405.4,5714809.93,6784141.28,5372202.52,6848866.05,6209140.86,6992954.05,6429137.37,7333594.05,6159589.27,69265912.57
GUARDIAN PHARMACY - CTE,Americas,404255.86,335575.8,387640.35,398260.29,428897.28,511668.86,553333.02,547626.73,589109.64,730852.61,659947.16,5547167.6
GUARDIAN PHARMACY - CTE,EMEA,0,0,0,0,0,0,618.9,497.55,0,0,0,1116.45
GUARDIAN SERVICES INDUSTRIES INC,Americas,109652.52,145392.27,107627.93,237826.83,218817.63,170372.54,250441.33,171483.56,234966.8,169862.55,216432.79,2032876.75
GUAVUS,Americas,550726.86,447197.81,377324.74,383126.65,588533.51,608024.42,503334.54,563815.94,410313.61,580027.12,587366.57,5599791.77
GUAVUS,APAC,0,0,0,0,10160.17,0,6770.07,713.32,4848.28,7080.77,10282.85,39855.46
"GUAYAKI SUSTAINABLE RAINFOREST PRODUCTS, INC.",Americas,7480.21,11579.32,14622.22,7298.02,8979.14,17078.16,14421.95,8604.26,11221.7,12484.56,7618.61,121388.15
"GUDEL, INC.",Americas,249922.81,283038.56,250373.27,352577.05,301479.3,298126.35,272335.33,361672.56,274804.56,264338.67,305317.96,3213986.42
GUERBET LLC,Americas,450860.85,469195.22,407549.8,596237.03,837164.89,851162.95,783464.35,816345.86,851105.55,1087478.42,954145.62,8104710.54
GUEST TEK,Americas,507275.96,618059.13,1753071.35,787444.93,665577.15,641332.56,689477.69,725816.86,688789.05,691428.59,739911.03,8508184.3
GUEST TEK,EMEA,23695.4,19096.44,13719.9,16853.91,6035.38,20016.2,19375.28,19432.81,21239.34,12154.86,9369.29,180988.81
GUIDEPOSTS ASSOCIATES,Americas,31133.62,61077.5,43590.2,56457,29812.39,61063.3,41873.34,32483.35,25545.59,61528.43,22495.92,467060.64
"GUIDESTAR USA, INC.",Americas,94843.13,97122.75,100950.87,119008.11,87725.52,113187.36,70031.07,75249.58,70559.5,78742.42,55530.9,962951.21
GUIDESTONE FINANCIAL RESOURCES OF THE SOUTHERN BAPTIST CONVENTION,Americas,233834.3,430872.36,445863.09,426078.33,210550.84,366149.07,343731.09,369321.23,232537.36,351383.99,290205.85,3700527.51
"GUIDEWIRE SOFTWARE, INC.",Americas,1396572.52,1284989.55,1800508.79,1811022.58,1759947.85,2031775.72,2340337.25,2116146.81,1768064.83,2303814.9,2458371.85,21071552.65
"GUIDEWIRE SOFTWARE, INC.",APAC,0,26771.95,113048.61,157531.19,173688.97,122713.18,134544.54,151420.63,93919.75,150581.31,125663.9,1249884.03
"GUIDEWIRE SOFTWARE, INC.",EMEA,0,107088.01,353616.67,550556.61,428192.04,520015.06,502995.76,739486.8,524974,688102.22,665848.28,5080875.45
GUILD MORTGAGE COMPANY,Americas,1400208.91,1777799.38,1950938.8,2461040.01,1986100.86,2207824.22,1329158.89,2895743.81,2389905.3,1994393.96,2291434.93,22684549.07
GULF COAST JEWISH FAMILY & COMMUNITY SERVICES,Americas,246577,310485.85,294576.49,331262.21,261308.86,305712.22,301598.08,316693.14,301722.23,336867.03,298807.39,3305610.5
GULF WINDS INTERNATIONAL,Americas,186679.22,241236.6,172923.09,192398.07,113338.78,137713.8,119589.88,144904.59,156067.3,115802.71,93912.12,1674566.16
"GULFMARK OFFSHORE, INC.",Americas,93197.43,67282.47,50080.21,90701.45,43124.29,45343.69,42948.95,59566.71,54620.78,32174.05,56144.67,635184.7
"GULFMARK OFFSHORE, INC.",APAC,20986.31,29627.17,25097.09,25617.39,9945.78,23920.22,26723.08,32000.73,11800.8,36994.41,18666.58,261379.56
"GULFMARK OFFSHORE, INC.",EMEA,0,97.14,9041.79,17451.89,12803.49,10502.76,11318.75,13783.66,9918.03,9503.2,8423.55,102844.26
"GULFSIDE SUPPLY, INC",Americas,497927,643871.3,620613.65,653166.22,509164.08,587572.91,573040.17,665356.39,594225.92,738888.25,609722.77,6693548.66
GURHAN NEW YORK INC,Americas,65044.66,141487.31,84185.56,109411.78,82273.22,114266.09,66778.77,76386.88,100131.63,77406.6,82459.43,999831.93
"GURU DENIM, INC",Americas,639258.7,930917.03,748066.23,1135309.01,846844.07,567748.33,598503.01,480009.24,510083.15,478342.38,431624.16,7366705.31
"GURU DENIM, INC",EMEA,0,0,0,0,0,0,0,1187.35,0,0,263.2,1450.55
GUSTAVE A LARSON COMPANY,Americas,113468.53,80991.02,84548.62,118165.34,129571.33,115932.06,105890.78,160859.77,173094.54,150939.28,189791.43,1423252.7
"GVS FILTRATION, INC.",Americas,67222.63,84578.12,71392.25,106554.96,89019.36,95820.22,96104.69,107992.3,113132.24,62453.92,71949.31,966220
GVW GROUP LLC,Americas,740526.68,728536.3,685739.92,582145.53,765118.08,832454.42,801071.12,655102.78,735782.66,814297.69,777469.71,8118244.89
GWA BUSINESS SOLUTIONS CANADA INC,Americas,45307.69,163301.18,79116.19,170092.72,96021.75,115971.01,90673.15,108812.79,80868,91687.11,63809.05,1105660.64
GWC WARRANTY CORPORATION,Americas,405850.85,569616.38,290039.73,383613.18,175551.4,291547.91,275482.2,247942.89,239302.19,306817.3,275557.4,3461321.43
GWC WARRANTY CORPORATION,EMEA,14867.72,21281.83,10007.51,4469.41,10437.09,9907.63,5206.71,10271.72,6283.03,9525.51,10359.44,112617.6
GWYNEDD MERCY UNIVERSITY,Americas,23109.79,39112.91,30738.98,38442.33,29381.62,44029.9,30668.36,43607.88,33764.32,47346.17,32820.55,393022.81
GYPSUM MANAGEMENT AND SUPPLY INC,Americas,1081921.54,1193048.63,1310320.93,1501638.4,1294166.99,1612980.16,1812824.81,1628733.01,1741570.59,1882033.49,2269999.64,17329238.19
GYPSUM MANAGEMENT AND SUPPLY INC,EMEA,0,0,0,0,0,0,0,0,3587.41,0,0,3587.41
"H & M BAY, INC.",Americas,85918.09,73462.67,64275.7,75343.96,79964.04,77735.19,58971.95,76221.95,67590.35,93505.35,54681.25,807670.5
H F MANAGEMENT,Americas,360290.68,506327.01,487723.27,737820.43,544693.44,792467.1,595360.16,847383.04,561038.53,798116.64,785163.37,7016383.67
"H&E EQUIPMENT SERVICE, INC.",Americas,1457186.05,1724785.99,1588719.03,1801241.64,1504743.04,1408564.21,1394281.47,1557184.32,1650860.57,1536791.93,1501982.75,17126341
H&M HENNES & MAURITZ,Americas,1717570.48,2293218.43,2990537.22,3081750.45,1970071.57,2035879.31,2442312.37,2624500.17,2271879.4,2061534.46,2005188.99,25494442.85
"H&M SHARED SERVICES, INC.",Americas,759448.99,1870830.44,1871682.23,2083106.52,2298078,2387451.29,2517403.81,2826155.7,2848326.97,3688382.26,4249771.65,27400637.86
"H. EIKENHOUT & SONS, INCORPORATED",Americas,71348.38,46306.82,66537.82,68720.14,59778.77,70356.56,91705.18,80256.86,86268.15,92168.69,89058.34,822505.71
H.A. STORAGE SYSTEMS,Americas,118547.75,112463.1,108624.34,131560.16,184809.74,148038.98,186157.42,157673.25,198525.38,148718.49,143217.42,1638336.03
H5,Americas,78162.85,90199.69,89560.23,100884.66,98046.78,167287.25,163098.46,175919.98,167165.47,148954.23,172091.21,1451370.81
"HA INTERNATIONAL, LLC",Americas,746732.96,606690.22,555654.23,612156.06,570740.32,639786.71,521279.73,730671.12,745608.5,656761.7,758753.34,7144834.89
HAAG ENGINEERING CO.,Americas,675078.67,841746.28,631554.92,589969.85,688138.28,612522.79,591815.5,600828.33,726733.98,587815.08,584754.9,7130958.58
HAAG ENGINEERING CO.,EMEA,0,0,0,0,0,0,0,0,0,196.89,0,196.89
"HAAG-STREIT HOLDING U.S., INC.",Americas,193723.12,445388.29,322505.78,484484.31,315699.9,397239.25,344321.01,451899.87,286643.97,496935.58,363282.34,4102123.42
HAAKER EQUIPMENT,Americas,36977.35,76881.02,67778.26,108323.45,75726.14,81786.68,101802.33,106848,102111.24,130789.18,113678.43,1002702.08
HACHETTE BOOK GROUP,Americas,720287.2,1128698.71,902839.32,1140588.46,821162.16,1513356.52,1325759.28,1725565.01,1138149.31,1699095.31,1171334.19,13286835.47
HAEMONETICS CORPORATION,Americas,3133912.64,2996393.71,3202893.69,3281490.03,2880938.46,2343144.43,2455966.83,2793035.48,2523890.27,2451951.07,2595118.89,30658735.5
HAEMONETICS CORPORATION,APAC,648654.21,795463.19,701692.91,722040.34,708726.23,658652.89,619554.32,683077.96,602661.94,620618.82,663861.32,7425004.13
HAEMONETICS CORPORATION,EMEA,233598.92,291644.36,268858.46,407063.56,336507.52,321075.09,247697.71,346285.63,326410.29,318456.01,296140.87,3393738.42
HAGGAI INSTITUTE,Americas,160737.22,261919.09,218505.82,170371.16,149682.03,374667.31,126067.23,218726.58,120820.44,151952.04,221135.07,2174583.99
HAGGAI INSTITUTE,APAC,8004.86,1604.46,8126.61,15512.26,12518.1,10549.89,8673.58,31533.77,28057.15,14236.09,7737.22,146553.99
HAGGAI INSTITUTE,EMEA,820.91,3825.23,4457.01,2104.42,1234.48,2332.74,2075.82,1374.5,1125.21,1185.51,3233.77,23769.6
HAGIE MANUFACTURING CO,Americas,384751.2,546676.29,500786.14,390163.99,306752.77,339470.72,275211.33,133198.57,163607.42,82646.15,122900.55,3246165.13
HAGIE MANUFACTURING CO,EMEA,0,0,0,0,0,0,0,0,0,0,74.54,74.54
HAHN FAMILY WINES,Americas,219319.54,353975.25,292551.33,378104.63,284511.54,457665.57,245039.57,329844.46,232661.73,435474.14,388373.87,3617521.63
HAHN HEALTHCARE,APAC,136957.18,236866.97,234556.42,295786.53,304599.34,368602.96,448207.56,444353.73,370547.63,556450.9,655654.36,4052583.58
"HAIER AMERICA TRADING, LLC",Americas,626036.93,725594.51,847562.51,613924.66,598716,684441.96,662757.99,520888.65,300345.45,301374.58,304287.25,6185930.49
HAIRUWEAR,Americas,383039.06,420449.9,448818.28,572478.48,510016.55,716941.51,455311.16,449327.17,406981.81,467112.9,395484.59,5225961.41
"HAITONG BANK, S.A.",Americas,229830.78,170919.86,126704.54,207404.23,201325.74,293772.81,284981.56,457524.47,196473.3,282661.4,147904.01,2599502.7
HAL LEONARD LLC,Americas,654080.04,472040.6,591020.37,585681.7,513410.16,579059.37,585021.01,563620.99,589688.48,784500.7,532099.42,6450222.84
"HALCO LIGHTING TECHNOLOGIES, LLC",Americas,148395.42,296681.47,123138.36,227038.38,230235.93,360924.88,195051.88,238486.59,215130.8,456293.42,339722.4,2831099.53
HALDEX CREDIT SERVICES CORPORATION,Americas,595949.31,564225.54,524408.96,561559.77,533124.59,570957.2,583097.29,524357.48,521523.02,565060.72,624847.29,6169111.17
"HALFPENNY TECHNOLOGIES, INC.",Americas,14007.6,59434.05,35513.78,50153.55,46951.68,45206.04,44894.11,30833.91,39940.1,23175.64,18103.19,408213.65
HALL CAPITAL PARTNERS LLC (US),Americas,418137.78,474719.42,360710.23,541438.58,466289.66,451013.02,409065.99,442020.2,423826.39,405784.9,429604.08,4822610.25
HALL CAPITAL PARTNERS LLC (US),EMEA,0,0,0,0,0,0,0,0,0,400,43.16,443.16
HALLMARK CARDS CORP,Americas,4734065.38,6467420,5992268.97,7264032.08,6105458.21,6940524.23,6280069.43,7903649.09,6048194.54,7003216.34,7216880.77,71955779.04
HALLMARK CARDS CORP,APAC,0,0,0,0,18968.15,231843.05,210786.53,233043.08,207221.04,260439.36,233920.2,1396221.41
HALLMARK CARDS CORP,EMEA,1015063.05,471638.25,504348.48,394042.2,347317.37,507180.16,469788.09,448167.62,322198.42,434418.49,552819.02,5466981.15
"HALOGEN SOFTWARE, INC.",Americas,1089659.4,2078900.68,1167415.05,1289688.48,1034124.75,935547.87,994341.46,1278457.17,696345.72,792485.63,1052397.15,12409363.36
"HALOGEN SOFTWARE, INC.",APAC,28303.59,70287.88,14216.55,28048.11,29528.78,29286.25,31085.59,7076.67,9652.32,4297.82,16006.57,267790.13
"HALOGEN SOFTWARE, INC.",EMEA,124101.21,194769.21,150772.73,220897.83,178436.13,207192.7,105729.24,139431.55,72745.75,113449.96,30555.41,1538081.72
HALPERNS STEAK AND SEAFOOD COMPANY,Americas,87194.47,115337.34,99317.19,146047.16,93837.78,112577.02,129455.63,114685.47,117938.01,142379.53,140457.28,1299226.88
HALPERNS STEAK AND SEAFOOD COMPANY,EMEA,0,0,0,0,3129.27,397.42,2638.45,1254.68,3716.56,1554.87,1681.26,14372.51
"HAMBURG SUD NORTH AMERICA, INC.",Americas,424417.55,471611.26,419923.22,476930.56,340429.11,392445.85,330991.49,428317.03,420994.1,432577.05,400913.97,4539551.19
HAMILTON BONADUZ AG,Americas,0,0,0,3560.93,9143.56,13212.6,10199.06,20788.59,8885.5,13737.85,43400.19,122928.28
HAMILTON BONADUZ AG,APAC,0,0,0,6430.01,146884.24,314543.89,275479.12,331022.98,234951.37,369877,360028.61,2039217.22
HAMILTON BONADUZ AG,EMEA,1027623.7,1134780.61,1074178.99,1243043.64,814857.28,881917.21,823305.62,1196665.94,1050704.23,984332.68,810770.66,11042180.56
HAMILTON INSURANCE AGENCY,Americas,32106.61,60768.82,58220.85,81529.91,41399.93,85120.84,46561.41,72849.9,56010.12,63730.75,50376.11,648675.25
"HAMMOND GROUP, INC.",Americas,224557.4,150309.22,157202.02,175412.99,142177.02,225861.95,170033.71,202952.86,251490.5,253091.09,227843.81,2180932.57
HAMMOND HANLON CAMP LLC,Americas,319121.56,366333.1,409957.03,432285.66,352343.72,315143.28,364141.92,492196.96,376698.08,408633.13,445753.7,4282608.14
"HANAPIN MARKETING, LLC",Americas,17736.51,16376.15,25176.9,25969.29,38479.83,19346.26,53910.57,24796.17,35170.13,24312.43,48264.88,329539.12
HANCOCK NATURAL RESOURCE GROUP,Americas,1028877.54,1194689.5,862217.35,1218987.83,960269.33,1187045.66,1301641,1251098.95,967145.68,1324179.25,985416,12281568.09
HANCOCK NATURAL RESOURCE GROUP,EMEA,180,207.15,0,1773.4,0,55,0,0,0,0,0,2215.55
"HAND2MIND, INC.",Americas,495923.69,392044.27,312948.12,314290.92,432647.71,402554.82,307189.32,488301.43,320759.39,291578.71,275347.01,4033585.39
HANDI-FOIL CORP.,Americas,135607.82,256801.79,104768.09,139006.02,249581.86,120661.04,130811.09,246326.84,64421.06,131303.48,79591.94,1658881.03
HANEL STORAGE SYSTEMS LP,Americas,281267.77,321505.34,289227.71,332446,258785.88,337650.18,244059.81,398723.26,268919.21,229479.02,269411.28,3231475.46
HANLEY WOOD LLC,Americas,1159414.87,962300.77,1438632.24,1585194.24,1643616.02,1657921.41,1370529.75,1353926.32,1466036.72,1443541.53,1673606.06,15754719.93
HANMI BANK,Americas,251104.39,374861.33,246661.93,286368.41,412532.71,311891.05,294820.1,355853.11,322726.27,291394.97,253842.24,3402056.51
HANNA ANDERSSON LLC,Americas,229786.04,315403.06,338471.45,437985.82,229700.19,286083.97,245905.97,349944.69,206226.09,280150.84,399851.35,3319509.47
HANNOVER LIFE REASSURANCE COMP OF AMERICA_US,Americas,739620.93,819827.53,642478.64,648136.7,657989.79,939302.9,698619.98,686956.56,729846.03,772632.27,652467.57,7987878.9
HANOVER R.S. LIMITED PARTNERSHIP,Americas,844165.86,906048.88,1088480.1,1114325.91,919356.68,998025.78,957571.15,1279629.66,1074377.33,1330185.45,1077607.06,11589773.86
HANSGROHE,Americas,128810.55,193527.51,162014.75,188288.52,150098.08,171887.97,182729.68,240290.29,173019.58,197013.04,173623.71,1961303.68
"HAPPY SOFTWARE, INC.",Americas,105355.41,108323.82,128371.67,90112.57,86141.38,125530.61,99076.39,110529.44,174094.03,150071.85,155896.5,1333503.67
HARBISONWALKER INTERNATIONAL,Americas,671082.61,1174556.99,1210256,1204852.2,946362.68,1124823.49,1033192.79,912875.81,813928.25,916165.59,860883.17,10868979.58
"HARBOR FREIGHT TOOLS USA, INC.",Americas,2744710.29,4384211.99,3829046.95,3412535.46,3315511.35,3322346.41,3469112.44,3586168.75,3764060.74,4088005.35,4349162.17,40264871.9
HARBOR GROUP MANGEMENT COMPANY,Americas,472578.36,616414.79,819758.79,786642.59,1149579.94,665484.39,864114.08,535581.6,1433935.5,668384.99,935066.91,8947541.94
"HARBOR LIGHT HOSPICE, INC.",Americas,275027.72,260791.09,266442.13,319398.59,227254.97,267139.19,202204.93,187028.88,220862.58,218702.08,168541.07,2613393.23
HARBOURVEST PARTNERS LP,Americas,127998.51,213079,194037.31,198424.43,218554.77,277771.31,326009.11,389585.48,265134.64,347396.54,393325.39,2951316.49
HARBOURVEST PARTNERS LP,APAC,92520.41,142637.7,127419.56,109763.97,78414.53,117303.95,112471.05,96296.08,79254.04,111222.93,102099.81,1169404.03
HARBOURVEST PARTNERS LP,EMEA,57009.8,95436.34,93072.57,122837.99,118149.01,93634.74,88601.8,61931.44,47637.24,88578.45,106833.17,973722.55
"HARGROVE, INC",Americas,65104.31,92550.6,57796.88,80069.05,72435.78,147051.81,143174.04,125083.43,114077.97,139815.76,118625.39,1155785.02
"HARKEN, INC",Americas,59303.14,90665.36,90156.8,75063.32,74300.8,85980.57,41851.25,83298.23,78991.81,56834.96,73124.76,809571
HARLEY-DAVIDSON ASIA PACIFIC PTE LTD.,APAC,586809.1,844524.44,648944.17,917658.39,644397.75,976243.63,1212995.82,1059505.13,1098112.89,1155607.12,1317454.71,10462253.15
HARLEY-DAVIDSON EUROPE LTD.,EMEA,637054.02,718502.58,565930.21,694586.58,488115.45,647026.14,543717.19,713992.51,492694.48,625732.37,673259.04,6800610.57
"HARMAR MOBILITY, LLC",Americas,182200.84,189954.74,160602.65,194366.6,184691.28,169189.4,143041.26,148586.36,159628.56,165242.97,151248.37,1848753.03
"HARNESS, DICKEY & PIERCE, P.L.C.",Americas,23481.05,30304.51,14728.45,15374.64,18283.68,17195.94,18311.28,25891.33,10541.16,20046.32,12095.65,206254.01
HARPAK-ULMA PACKAGING LLC,Americas,617297.4,641924.57,681988.01,659403.99,525168.57,632890.39,689010.69,901175.95,562356.63,638820.63,634666.21,7184703.04
"HARPER GROUP, LLC",Americas,18549.94,19885.6,29918.98,21792.33,14852.1,39248.61,5922.3,44127.66,42324.17,56547.67,43536.93,336706.29
HARPER INTERNATIONAL CORPORATION,Americas,31806.92,46441.56,29668.62,72487.29,49914.58,50285.89,22220.46,55369.49,36002.11,53361.42,24132.64,471690.98
HARRIS & HARRIS LTD.,Americas,30149.08,45854.19,31234.68,54752.17,41217.11,49609.27,35388.23,43292.59,28851.92,19883.27,42071.9,422304.41
HARRIS ASSOCIATES L.P.,Americas,427319.12,582531.31,359939.34,622337.52,362565.24,515251.74,246833.74,501209.85,409560.23,520586.12,360950.51,4909084.72
HARRIS CORPORATION,Americas,11148472.93,13904094.72,11813045.83,11397058.69,10134179.88,10353545.76,9101536.11,8958765.86,7789077.26,25095587.17,26887035.01,146582399.2
HARRIS CORPORATION,APAC,0,0,0,0,0,0,0,0,0,1475.72,0,1475.72
HARRIS CORPORATION,EMEA,0,0,0,0,0,0,0,0,0,2351.35,0,2351.35
"HARRIS, WILLIAMS & CO",Americas,1138175.34,1367128.52,1496684.91,1768564.18,1249257.15,1330612.87,1418486.46,1783668.6,1300233.38,1563884.02,1617570.27,16034265.7
"HARRIS, WILLIAMS & CO",EMEA,59164.13,59344.2,63255.84,68370.03,37414.51,46984,42674.75,63962,44963.32,48785.33,50306.48,585224.59
HARRISON WALKER &AMP; HARPER 1887,Americas,694120.15,982779.53,786143.73,648766.39,605228.05,667314.33,705389.53,641758.3,679332.55,809264.55,603070.92,7823168.03
HARRY WINSTON INC.,Americas,591016.1,479153.52,419810.18,520152.57,422988.43,413495.55,589208.26,567129.04,337796.82,493075.44,404420.03,5238245.94
HARRY WINSTON INC.,EMEA,57602.96,66345.53,76074.93,53644.74,65143.6,72648.34,42033.55,88045.42,34798.75,66858.59,33643.4,656839.81
HARSHAW TRANE SERVICE,Americas,148010.07,178375.08,136966.82,170265.68,128984.1,139888.72,125737.11,131810.99,101711.14,131611.19,123635.69,1516996.59
"HARTFORD FUNDS MANAGEMENT GROUP, INC.",Americas,1677705.44,2027150.23,1656490.49,2148895.25,1512796.74,3692520.13,2346531.14,2931848.55,2275701.2,2613826.68,2254784.25,25138250.1
HARTING,Americas,118862.98,139175.73,106560.43,164663.05,169429.29,194559.18,177847.63,176801.72,170241.57,171454.64,189875.33,1779471.55
HARTMANN TPE,EMEA,180778.96,237013.51,200298.1,297282.01,204479.5,347717.99,304361.54,332515.85,278321.92,360561.44,316869.52,3060200.34
